date,sentiment_score,sentiment_label,simulated_headline
2017-09-21,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2017-09-22,0.5,Positive,Record high inflows seen in crypto funds.
2017-09-23,1.0,Positive,Institutional adoption continues to grow.
2017-09-24,-0.163,Neutral,Market consolidating around key levels.
2017-09-25,0.5,Positive,Record high inflows seen in crypto funds.
2017-09-26,-0.156,Neutral,Trading sideways with no clear direction.
2017-09-27,0.828,Positive,Record high inflows seen in crypto funds.
2017-09-28,-0.324,Negative,Bears dominating as support levels break.
2017-09-29,-0.625,Negative,Investors fleeing risk-on assets.
2017-09-30,0.452,Positive,Institutional adoption continues to grow.
2017-10-01,-0.052,Neutral,Market participants remain undecided.
2017-10-02,-0.246,Neutral,Market participants remain undecided.
2017-10-03,-0.467,Negative,Fears of regulatory crackdown loom.
2017-10-04,-0.167,Neutral,Sideways trading continues throughout the session.
2017-10-05,0.183,Neutral,Market consolidating around key levels.
2017-10-06,0.776,Positive,Institutional adoption continues to grow.
2017-10-07,0.228,Neutral,Low volatility day ahead of fed meeting.
2017-10-08,-0.033,Neutral,Low volatility day ahead of fed meeting.
2017-10-09,-0.574,Negative,Fears of regulatory crackdown loom.
2017-10-10,0.158,Neutral,Trading sideways with no clear direction.
2017-10-11,0.221,Neutral,Sideways trading continues throughout the session.
2017-10-12,-0.147,Neutral,Market consolidating around key levels.
2017-10-13,0.801,Positive,Positive regulatory news sparks a rally.
2017-10-14,0.219,Neutral,Sideways trading continues throughout the session.
2017-10-15,-0.041,Neutral,Sideways trading continues throughout the session.
2017-10-16,0.074,Neutral,Sideways trading continues throughout the session.
2017-10-17,-0.937,Negative,Fears of regulatory crackdown loom.
2017-10-18,-0.134,Neutral,Market participants remain undecided.
2017-10-19,-0.162,Neutral,Sideways trading continues throughout the session.
2017-10-20,-0.132,Neutral,Market participants remain undecided.
2017-10-21,-0.208,Neutral,Trading sideways with no clear direction.
2017-10-22,-0.161,Neutral,Market consolidating around key levels.
2017-10-23,-0.572,Negative,Fears of regulatory crackdown loom.
2017-10-24,0.644,Positive,Record high inflows seen in crypto funds.
2017-10-25,0.102,Neutral,Market consolidating around key levels.
2017-10-26,0.177,Neutral,Market consolidating around key levels.
2017-10-27,0.28,Neutral,Market consolidating around key levels.
2017-10-28,-0.133,Neutral,Sideways trading continues throughout the session.
2017-10-29,0.852,Positive,Bulls taking control of the market.
2017-10-30,0.122,Neutral,Sideways trading continues throughout the session.
2017-10-31,0.107,Neutral,Market participants remain undecided.
2017-11-01,-1.0,Negative,Fears of regulatory crackdown loom.
2017-11-02,-0.173,Neutral,Trading sideways with no clear direction.
2017-11-03,1.0,Positive,Market shows strong resilience.
2017-11-04,-0.215,Neutral,Market participants remain undecided.
2017-11-05,-0.104,Neutral,Market consolidating around key levels.
2017-11-06,0.062,Neutral,Market participants remain undecided.
2017-11-07,-0.213,Neutral,Trading sideways with no clear direction.
2017-11-08,0.668,Positive,Institutional adoption continues to grow.
2017-11-09,0.658,Positive,Bulls taking control of the market.
2017-11-10,-1.0,Negative,Investors fleeing risk-on assets.
2017-11-11,0.839,Positive,Market shows strong resilience.
2017-11-12,-0.112,Neutral,Low volatility day ahead of fed meeting.
2017-11-13,0.546,Positive,Record high inflows seen in crypto funds.
2017-11-14,1.0,Positive,Positive regulatory news sparks a rally.
2017-11-15,-0.064,Neutral,Sideways trading continues throughout the session.
2017-11-16,0.106,Neutral,Sideways trading continues throughout the session.
2017-11-17,0.142,Neutral,Low volatility day ahead of fed meeting.
2017-11-18,0.77,Positive,Positive regulatory news sparks a rally.
2017-11-19,0.14,Neutral,Market consolidating around key levels.
2017-11-20,0.713,Positive,Institutional adoption continues to grow.
2017-11-21,-0.394,Negative,Market bleeds amidst macroeconomic uncertainty.
2017-11-22,0.914,Positive,Record high inflows seen in crypto funds.
2017-11-23,0.939,Positive,Positive regulatory news sparks a rally.
2017-11-24,0.92,Positive,Record high inflows seen in crypto funds.
2017-11-25,-0.363,Negative,Investors fleeing risk-on assets.
2017-11-26,0.172,Neutral,Sideways trading continues throughout the session.
2017-11-27,0.253,Neutral,Market consolidating around key levels.
2017-11-28,-0.137,Neutral,Low volatility day ahead of fed meeting.
2017-11-29,-1.0,Negative,Investors fleeing risk-on assets.
2017-11-30,0.327,Positive,Market shows strong resilience.
2017-12-01,0.872,Positive,Bulls taking control of the market.
2017-12-02,-0.133,Neutral,Trading sideways with no clear direction.
2017-12-03,0.021,Neutral,Market consolidating around key levels.
2017-12-04,0.068,Neutral,Market consolidating around key levels.
2017-12-05,-0.376,Negative,Investors fleeing risk-on assets.
2017-12-06,-0.902,Negative,Fears of regulatory crackdown loom.
2017-12-07,-0.061,Neutral,Market participants remain undecided.
2017-12-08,0.908,Positive,Positive regulatory news sparks a rally.
2017-12-09,0.398,Positive,Bulls taking control of the market.
2017-12-10,-0.912,Negative,Fears of regulatory crackdown loom.
2017-12-11,1.0,Positive,Bulls taking control of the market.
2017-12-12,0.825,Positive,Positive regulatory news sparks a rally.
2017-12-13,0.857,Positive,Institutional adoption continues to grow.
2017-12-14,0.04,Neutral,Trading sideways with no clear direction.
2017-12-15,-0.201,Neutral,Low volatility day ahead of fed meeting.
2017-12-16,0.35,Positive,Market shows strong resilience.
2017-12-17,0.427,Positive,Institutional adoption continues to grow.
2017-12-18,0.812,Positive,Bulls taking control of the market.
2017-12-19,0.165,Neutral,Trading sideways with no clear direction.
2017-12-20,-0.035,Neutral,Trading sideways with no clear direction.
2017-12-21,-0.057,Neutral,Low volatility day ahead of fed meeting.
2017-12-22,-0.9,Negative,Bears dominating as support levels break.
2017-12-23,0.052,Neutral,Trading sideways with no clear direction.
2017-12-24,0.387,Positive,Bulls taking control of the market.
2017-12-25,0.931,Positive,Bulls taking control of the market.
2017-12-26,0.876,Positive,Positive regulatory news sparks a rally.
2017-12-27,-0.102,Neutral,Low volatility day ahead of fed meeting.
2017-12-28,-0.755,Negative,Major exchange hack sparks panic selling.
2017-12-29,0.668,Positive,Record high inflows seen in crypto funds.
2017-12-30,-0.859,Negative,Fears of regulatory crackdown loom.
2017-12-31,0.823,Positive,Institutional adoption continues to grow.
2018-01-01,0.253,Neutral,Low volatility day ahead of fed meeting.
2018-01-02,1.0,Positive,Market shows strong resilience.
2018-01-03,0.898,Positive,Record high inflows seen in crypto funds.
2018-01-04,0.021,Neutral,Market consolidating around key levels.
2018-01-05,0.248,Neutral,Market participants remain undecided.
2018-01-06,0.616,Positive,Bulls taking control of the market.
2018-01-07,0.813,Positive,Institutional adoption continues to grow.
2018-01-08,0.001,Neutral,Trading sideways with no clear direction.
2018-01-09,0.969,Positive,Institutional adoption continues to grow.
2018-01-10,-0.679,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-01-11,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-01-12,0.844,Positive,Market shows strong resilience.
2018-01-13,0.954,Positive,Record high inflows seen in crypto funds.
2018-01-14,-0.323,Negative,Major exchange hack sparks panic selling.
2018-01-15,-0.69,Negative,Fears of regulatory crackdown loom.
2018-01-16,-1.0,Negative,Major exchange hack sparks panic selling.
2018-01-17,-0.076,Neutral,Market consolidating around key levels.
2018-01-18,-0.207,Neutral,Low volatility day ahead of fed meeting.
2018-01-19,0.397,Positive,Institutional adoption continues to grow.
2018-01-20,1.0,Positive,Bulls taking control of the market.
2018-01-21,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-01-22,-0.601,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-01-23,-0.177,Neutral,Market consolidating around key levels.
2018-01-24,1.0,Positive,Bulls taking control of the market.
2018-01-25,-0.098,Neutral,Market participants remain undecided.
2018-01-26,-0.226,Neutral,Market participants remain undecided.
2018-01-27,0.812,Positive,Record high inflows seen in crypto funds.
2018-01-28,1.0,Positive,Positive regulatory news sparks a rally.
2018-01-29,-0.865,Negative,Bears dominating as support levels break.
2018-01-30,-1.0,Negative,Major exchange hack sparks panic selling.
2018-01-31,0.724,Positive,Bulls taking control of the market.
2018-02-01,-1.0,Negative,Investors fleeing risk-on assets.
2018-02-02,-1.0,Negative,Fears of regulatory crackdown loom.
2018-02-03,0.634,Positive,Record high inflows seen in crypto funds.
2018-02-04,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-02-05,-1.0,Negative,Investors fleeing risk-on assets.
2018-02-06,0.955,Positive,Positive regulatory news sparks a rally.
2018-02-07,-0.447,Negative,Bears dominating as support levels break.
2018-02-08,0.597,Positive,Bulls taking control of the market.
2018-02-09,1.0,Positive,Bulls taking control of the market.
2018-02-10,-0.348,Negative,Investors fleeing risk-on assets.
2018-02-11,-0.7,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-02-12,1.0,Positive,Bulls taking control of the market.
2018-02-13,-0.455,Negative,Major exchange hack sparks panic selling.
2018-02-14,1.0,Positive,Positive regulatory news sparks a rally.
2018-02-15,-0.058,Neutral,Low volatility day ahead of fed meeting.
2018-02-16,0.079,Neutral,Sideways trading continues throughout the session.
2018-02-17,0.363,Positive,Bulls taking control of the market.
2018-02-18,-0.772,Negative,Fears of regulatory crackdown loom.
2018-02-19,0.277,Neutral,Trading sideways with no clear direction.
2018-02-20,-0.806,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-02-21,-0.96,Negative,Investors fleeing risk-on assets.
2018-02-22,-0.539,Negative,Bears dominating as support levels break.
2018-02-23,0.775,Positive,Institutional adoption continues to grow.
2018-02-24,-0.278,Neutral,Market consolidating around key levels.
2018-02-25,0.181,Neutral,Low volatility day ahead of fed meeting.
2018-02-26,0.528,Positive,Positive regulatory news sparks a rally.
2018-02-27,-0.075,Neutral,Market participants remain undecided.
2018-02-28,-0.44,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-03-01,0.28,Neutral,Market participants remain undecided.
2018-03-02,-0.228,Neutral,Low volatility day ahead of fed meeting.
2018-03-03,0.106,Neutral,Market participants remain undecided.
2018-03-04,0.314,Positive,Market shows strong resilience.
2018-03-05,-0.276,Neutral,Trading sideways with no clear direction.
2018-03-06,-0.721,Negative,Fears of regulatory crackdown loom.
2018-03-07,-1.0,Negative,Bears dominating as support levels break.
2018-03-08,-1.0,Negative,Bears dominating as support levels break.
2018-03-09,0.796,Positive,Institutional adoption continues to grow.
2018-03-10,-0.899,Negative,Major exchange hack sparks panic selling.
2018-03-11,1.0,Positive,Market shows strong resilience.
2018-03-12,-0.668,Negative,Fears of regulatory crackdown loom.
2018-03-13,-0.335,Negative,Investors fleeing risk-on assets.
2018-03-14,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-03-15,-0.073,Neutral,Sideways trading continues throughout the session.
2018-03-16,-0.327,Negative,Fears of regulatory crackdown loom.
2018-03-17,-1.0,Negative,Major exchange hack sparks panic selling.
2018-03-18,-0.292,Neutral,Market consolidating around key levels.
2018-03-19,0.498,Positive,Institutional adoption continues to grow.
2018-03-20,0.084,Neutral,Low volatility day ahead of fed meeting.
2018-03-21,-0.115,Neutral,Sideways trading continues throughout the session.
2018-03-22,-0.637,Negative,Investors fleeing risk-on assets.
2018-03-23,-0.048,Neutral,Sideways trading continues throughout the session.
2018-03-24,-0.736,Negative,Fears of regulatory crackdown loom.
2018-03-25,0.247,Neutral,Market participants remain undecided.
2018-03-26,-1.0,Negative,Bears dominating as support levels break.
2018-03-27,-1.0,Negative,Major exchange hack sparks panic selling.
2018-03-28,0.014,Neutral,Market consolidating around key levels.
2018-03-29,-1.0,Negative,Bears dominating as support levels break.
2018-03-30,0.197,Neutral,Low volatility day ahead of fed meeting.
2018-03-31,-0.04,Neutral,Market participants remain undecided.
2018-04-01,-0.527,Negative,Investors fleeing risk-on assets.
2018-04-02,0.263,Neutral,Sideways trading continues throughout the session.
2018-04-03,1.0,Positive,Bulls taking control of the market.
2018-04-04,-0.876,Negative,Bears dominating as support levels break.
2018-04-05,0.173,Neutral,Low volatility day ahead of fed meeting.
2018-04-06,-0.374,Negative,Investors fleeing risk-on assets.
2018-04-07,0.642,Positive,Bulls taking control of the market.
2018-04-08,0.449,Positive,Positive regulatory news sparks a rally.
2018-04-09,-0.068,Neutral,Sideways trading continues throughout the session.
2018-04-10,0.625,Positive,Record high inflows seen in crypto funds.
2018-04-11,0.58,Positive,Institutional adoption continues to grow.
2018-04-12,0.993,Positive,Bulls taking control of the market.
2018-04-13,-0.115,Neutral,Market participants remain undecided.
2018-04-14,0.416,Positive,Positive regulatory news sparks a rally.
2018-04-15,0.882,Positive,Bulls taking control of the market.
2018-04-16,-0.447,Negative,Fears of regulatory crackdown loom.
2018-04-17,-0.43,Negative,Major exchange hack sparks panic selling.
2018-04-18,0.785,Positive,Positive regulatory news sparks a rally.
2018-04-19,0.979,Positive,Record high inflows seen in crypto funds.
2018-04-20,1.0,Positive,Bulls taking control of the market.
2018-04-21,-0.286,Neutral,Low volatility day ahead of fed meeting.
2018-04-22,0.347,Positive,Record high inflows seen in crypto funds.
2018-04-23,0.453,Positive,Record high inflows seen in crypto funds.
2018-04-24,1.0,Positive,Positive regulatory news sparks a rally.
2018-04-25,-1.0,Negative,Major exchange hack sparks panic selling.
2018-04-26,1.0,Positive,Positive regulatory news sparks a rally.
2018-04-27,-0.577,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-04-28,1.0,Positive,Record high inflows seen in crypto funds.
2018-04-29,0.14,Neutral,Market consolidating around key levels.
2018-04-30,-0.404,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-05-01,0.116,Neutral,Market consolidating around key levels.
2018-05-02,0.243,Neutral,Low volatility day ahead of fed meeting.
2018-05-03,0.977,Positive,Record high inflows seen in crypto funds.
2018-05-04,0.102,Neutral,Market participants remain undecided.
2018-05-05,0.546,Positive,Market shows strong resilience.
2018-05-06,-0.503,Negative,Major exchange hack sparks panic selling.
2018-05-07,-0.826,Negative,Bears dominating as support levels break.
2018-05-08,0.092,Neutral,Market consolidating around key levels.
2018-05-09,-0.14,Neutral,Low volatility day ahead of fed meeting.
2018-05-10,-0.461,Negative,Bears dominating as support levels break.
2018-05-11,-1.0,Negative,Major exchange hack sparks panic selling.
2018-05-12,0.271,Neutral,Market consolidating around key levels.
2018-05-13,0.909,Positive,Bulls taking control of the market.
2018-05-14,0.063,Neutral,Low volatility day ahead of fed meeting.
2018-05-15,-0.522,Negative,Bears dominating as support levels break.
2018-05-16,0.096,Neutral,Low volatility day ahead of fed meeting.
2018-05-17,-1.0,Negative,Fears of regulatory crackdown loom.
2018-05-18,0.507,Positive,Bulls taking control of the market.
2018-05-19,0.052,Neutral,Sideways trading continues throughout the session.
2018-05-20,0.378,Positive,Bulls taking control of the market.
2018-05-21,-0.426,Negative,Fears of regulatory crackdown loom.
2018-05-22,-0.901,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-05-23,-1.0,Negative,Bears dominating as support levels break.
2018-05-24,0.804,Positive,Market shows strong resilience.
2018-05-25,-0.231,Neutral,Market participants remain undecided.
2018-05-26,0.083,Neutral,Low volatility day ahead of fed meeting.
2018-05-27,-0.586,Negative,Investors fleeing risk-on assets.
2018-05-28,-0.849,Negative,Major exchange hack sparks panic selling.
2018-05-29,0.844,Positive,Positive regulatory news sparks a rally.
2018-05-30,-0.421,Negative,Major exchange hack sparks panic selling.
2018-05-31,0.418,Positive,Positive regulatory news sparks a rally.
2018-06-01,-0.045,Neutral,Sideways trading continues throughout the session.
2018-06-02,0.155,Neutral,Trading sideways with no clear direction.
2018-06-03,0.568,Positive,Record high inflows seen in crypto funds.
2018-06-04,-0.541,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-06-05,0.619,Positive,Record high inflows seen in crypto funds.
2018-06-06,-0.07,Neutral,Market participants remain undecided.
2018-06-07,-0.077,Neutral,Market consolidating around key levels.
2018-06-08,-0.234,Neutral,Market consolidating around key levels.
2018-06-09,0.022,Neutral,Sideways trading continues throughout the session.
2018-06-10,-1.0,Negative,Bears dominating as support levels break.
2018-06-11,0.245,Neutral,Market consolidating around key levels.
2018-06-12,-1.0,Negative,Investors fleeing risk-on assets.
2018-06-13,-0.357,Negative,Fears of regulatory crackdown loom.
2018-06-14,0.887,Positive,Institutional adoption continues to grow.
2018-06-15,-0.881,Negative,Bears dominating as support levels break.
2018-06-16,0.171,Neutral,Market consolidating around key levels.
2018-06-17,-0.058,Neutral,Sideways trading continues throughout the session.
2018-06-18,0.711,Positive,Bulls taking control of the market.
2018-06-19,0.465,Positive,Positive regulatory news sparks a rally.
2018-06-20,0.161,Neutral,Market consolidating around key levels.
2018-06-21,-0.191,Neutral,Trading sideways with no clear direction.
2018-06-22,-0.811,Negative,Major exchange hack sparks panic selling.
2018-06-23,0.412,Positive,Market shows strong resilience.
2018-06-24,-0.581,Negative,Fears of regulatory crackdown loom.
2018-06-25,0.291,Neutral,Market participants remain undecided.
2018-06-26,-0.897,Negative,Fears of regulatory crackdown loom.
2018-06-27,0.529,Positive,Bulls taking control of the market.
2018-06-28,-0.65,Negative,Bears dominating as support levels break.
2018-06-29,0.468,Positive,Bulls taking control of the market.
2018-06-30,0.826,Positive,Positive regulatory news sparks a rally.
2018-07-01,0.129,Neutral,Market participants remain undecided.
2018-07-02,0.725,Positive,Record high inflows seen in crypto funds.
2018-07-03,-0.364,Negative,Bears dominating as support levels break.
2018-07-04,0.237,Neutral,Market participants remain undecided.
2018-07-05,0.207,Neutral,Sideways trading continues throughout the session.
2018-07-06,-0.079,Neutral,Trading sideways with no clear direction.
2018-07-07,0.317,Positive,Positive regulatory news sparks a rally.
2018-07-08,0.063,Neutral,Market participants remain undecided.
2018-07-09,-0.618,Negative,Major exchange hack sparks panic selling.
2018-07-10,-1.0,Negative,Investors fleeing risk-on assets.
2018-07-11,0.492,Positive,Bulls taking control of the market.
2018-07-12,-0.497,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-07-13,-0.113,Neutral,Trading sideways with no clear direction.
2018-07-14,0.092,Neutral,Market participants remain undecided.
2018-07-15,0.401,Positive,Bulls taking control of the market.
2018-07-16,0.78,Positive,Market shows strong resilience.
2018-07-17,0.743,Positive,Institutional adoption continues to grow.
2018-07-18,-0.753,Negative,Bears dominating as support levels break.
2018-07-19,-0.538,Negative,Bears dominating as support levels break.
2018-07-20,-0.559,Negative,Bears dominating as support levels break.
2018-07-21,0.517,Positive,Bulls taking control of the market.
2018-07-22,0.067,Neutral,Market participants remain undecided.
2018-07-23,-0.259,Neutral,Low volatility day ahead of fed meeting.
2018-07-24,1.0,Positive,Bulls taking control of the market.
2018-07-25,-0.394,Negative,Investors fleeing risk-on assets.
2018-07-26,-0.216,Neutral,Trading sideways with no clear direction.
2018-07-27,0.154,Neutral,Market participants remain undecided.
2018-07-28,-0.097,Neutral,Market participants remain undecided.
2018-07-29,-0.053,Neutral,Market consolidating around key levels.
2018-07-30,-0.463,Negative,Bears dominating as support levels break.
2018-07-31,-0.692,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-08-01,-0.211,Neutral,Market participants remain undecided.
2018-08-02,-0.488,Negative,Fears of regulatory crackdown loom.
2018-08-03,0.451,Positive,Market shows strong resilience.
2018-08-04,-0.213,Neutral,Low volatility day ahead of fed meeting.
2018-08-05,0.154,Neutral,Trading sideways with no clear direction.
2018-08-06,-0.216,Neutral,Market participants remain undecided.
2018-08-07,-0.838,Negative,Bears dominating as support levels break.
2018-08-08,-0.777,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-08-09,0.281,Neutral,Market participants remain undecided.
2018-08-10,-0.864,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-08-11,-0.657,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-08-12,0.112,Neutral,Market consolidating around key levels.
2018-08-13,-0.881,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-08-14,-0.333,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-08-15,0.341,Positive,Bulls taking control of the market.
2018-08-16,0.295,Neutral,Low volatility day ahead of fed meeting.
2018-08-17,1.0,Positive,Record high inflows seen in crypto funds.
2018-08-18,-0.896,Negative,Bears dominating as support levels break.
2018-08-19,0.098,Neutral,Market participants remain undecided.
2018-08-20,-0.85,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-08-21,0.715,Positive,Positive regulatory news sparks a rally.
2018-08-22,-0.742,Negative,Bears dominating as support levels break.
2018-08-23,0.398,Positive,Record high inflows seen in crypto funds.
2018-08-24,0.443,Positive,Institutional adoption continues to grow.
2018-08-25,-0.318,Negative,Investors fleeing risk-on assets.
2018-08-26,-0.319,Negative,Major exchange hack sparks panic selling.
2018-08-27,0.857,Positive,Institutional adoption continues to grow.
2018-08-28,0.205,Neutral,Trading sideways with no clear direction.
2018-08-29,-0.27,Neutral,Trading sideways with no clear direction.
2018-08-30,-0.265,Neutral,Market consolidating around key levels.
2018-08-31,0.06,Neutral,Market consolidating around key levels.
2018-09-01,0.763,Positive,Market shows strong resilience.
2018-09-02,-0.158,Neutral,Trading sideways with no clear direction.
2018-09-03,-0.425,Negative,Investors fleeing risk-on assets.
2018-09-04,-0.142,Neutral,Market participants remain undecided.
2018-09-05,-1.0,Negative,Bears dominating as support levels break.
2018-09-06,-0.038,Neutral,Sideways trading continues throughout the session.
2018-09-07,-0.816,Negative,Fears of regulatory crackdown loom.
2018-09-08,-1.0,Negative,Fears of regulatory crackdown loom.
2018-09-09,-0.134,Neutral,Trading sideways with no clear direction.
2018-09-10,0.055,Neutral,Market participants remain undecided.
2018-09-11,-1.0,Negative,Investors fleeing risk-on assets.
2018-09-12,-0.044,Neutral,Low volatility day ahead of fed meeting.
2018-09-13,1.0,Positive,Market shows strong resilience.
2018-09-14,-0.167,Neutral,Low volatility day ahead of fed meeting.
2018-09-15,0.873,Positive,Positive regulatory news sparks a rally.
2018-09-16,0.099,Neutral,Low volatility day ahead of fed meeting.
2018-09-17,-0.825,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-09-18,0.877,Positive,Record high inflows seen in crypto funds.
2018-09-19,-0.036,Neutral,Trading sideways with no clear direction.
2018-09-20,0.813,Positive,Institutional adoption continues to grow.
2018-09-21,1.0,Positive,Institutional adoption continues to grow.
2018-09-22,-0.333,Negative,Fears of regulatory crackdown loom.
2018-09-23,0.099,Neutral,Market consolidating around key levels.
2018-09-24,-0.811,Negative,Investors fleeing risk-on assets.
2018-09-25,-0.567,Negative,Bears dominating as support levels break.
2018-09-26,-0.422,Negative,Bears dominating as support levels break.
2018-09-27,0.803,Positive,Positive regulatory news sparks a rally.
2018-09-28,-0.534,Negative,Market bleeds amidst macroeconomic uncertainty.
2018-09-29,0.637,Positive,Institutional adoption continues to grow.
2018-09-30,0.226,Neutral,Trading sideways with no clear direction.
2018-10-01,0.015,Neutral,Market consolidating around key levels.
2018-10-02,-0.492,Negative,Major exchange hack sparks panic selling.
2018-10-03,-0.201,Neutral,Market consolidating around key levels.
2018-10-04,-0.044,Neutral,Trading sideways with no clear direction.
2018-10-05,0.457,Positive,Institutional adoption continues to grow.
2018-10-06,-0.092,Neutral,Sideways trading continues throughout the session.
2018-10-07,0.223,Neutral,Market consolidating around key levels.
2018-10-08,0.307,Positive,Record high inflows seen in crypto funds.
2018-10-09,-0.295,Neutral,Trading sideways with no clear direction.
2018-10-10,-0.088,Neutral,Trading sideways with no clear direction.
2018-10-11,-0.805,Negative,Major exchange hack sparks panic selling.
2018-10-12,0.398,Positive,Institutional adoption continues to grow.
2018-10-13,0.205,Neutral,Market participants remain undecided.
2018-10-14,-0.2,Neutral,Market consolidating around key levels.
2018-10-15,0.819,Positive,Positive regulatory news sparks a rally.
2018-10-16,-0.105,Neutral,Market consolidating around key levels.
2018-10-17,-0.361,Negative,Bears dominating as support levels break.
2018-10-18,-0.475,Negative,Bears dominating as support levels break.
2018-10-19,-0.0,Neutral,Market participants remain undecided.
2018-10-20,0.236,Neutral,Market consolidating around key levels.
2018-10-21,0.052,Neutral,Low volatility day ahead of fed meeting.
2018-10-22,0.029,Neutral,Trading sideways with no clear direction.
2018-10-23,0.122,Neutral,Market participants remain undecided.
2018-10-24,-0.108,Neutral,Sideways trading continues throughout the session.
2018-10-25,-0.263,Neutral,Market participants remain undecided.
2018-10-26,0.244,Neutral,Market participants remain undecided.
2018-10-27,-0.076,Neutral,Sideways trading continues throughout the session.
2018-10-28,0.212,Neutral,Trading sideways with no clear direction.
2018-10-29,-0.73,Negative,Major exchange hack sparks panic selling.
2018-10-30,0.015,Neutral,Market participants remain undecided.
2018-10-31,-0.086,Neutral,Low volatility day ahead of fed meeting.
2018-11-01,0.238,Neutral,Market consolidating around key levels.
2018-11-02,0.264,Neutral,Market participants remain undecided.
2018-11-03,-0.076,Neutral,Market consolidating around key levels.
2018-11-04,1.0,Positive,Bulls taking control of the market.
2018-11-05,0.056,Neutral,Market consolidating around key levels.
2018-11-06,0.882,Positive,Record high inflows seen in crypto funds.
2018-11-07,0.022,Neutral,Trading sideways with no clear direction.
2018-11-08,-0.292,Neutral,Market consolidating around key levels.
2018-11-09,-0.12,Neutral,Market consolidating around key levels.
2018-11-10,0.215,Neutral,Market consolidating around key levels.
2018-11-11,-0.044,Neutral,Sideways trading continues throughout the session.
2018-11-12,-0.081,Neutral,Market consolidating around key levels.
2018-11-13,-0.018,Neutral,Trading sideways with no clear direction.
2018-11-14,-1.0,Negative,Fears of regulatory crackdown loom.
2018-11-15,-0.384,Negative,Investors fleeing risk-on assets.
2018-11-16,-0.608,Negative,Fears of regulatory crackdown loom.
2018-11-17,-0.232,Neutral,Sideways trading continues throughout the session.
